Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
1430,2395.0,1,4,2,1953,0,1,0,265963.0,72
1431,816.0,3,4,1,1945,2,1,0,175612.0,80
1432,1134.0,2,4,3,1921,0,3,0,591465.0,104
1433,2425.0,1,2,3,1963,2,0,0,462699.0,62
1434,2556.0,1,3,2,1907,3,1,0,93815.0,118
1435,3644.0,4,2,3,2022,2,1,0,874965.0,3
1436,2770.0,4,3,1,1919,1,1,1,836458.0,106
1437,1939.0,1,1,1,1950,3,0,0,154997.0,75
1438,1052.0,3,2,1,1977,0,0,0,110611.0,48
1439,1215.0,5,2,3,1938,0,3,1,661530.0,87
1440,4411.0,5,1,1,1936,3,3,0,467876.0,89
1441,2213.0,1,3,1,1949,3,1,0,760463.0,76
1442,3889.0,1,4,1,1933,1,0,1,417057.0,92
1443,1607.0,1,1,2,1974,3,2,1,92082.0,51
1444,4706.0,3,4,3,2017,0,1,1,197330.0,8
1445,750.0,4,4,3,2003,1,3,1,677901.0,22
1446,2930.0,1,1,3,1932,0,0,1,934747.0,93
1447,2554.0,1,3,2,1930,2,3,1,926122.0,95
1448,958.0,2,4,3,2022,3,3,1,145220.0,3
1449,707.0,3,1,2,1953,2,0,0,589677.0,72
1450,1399.0,1,2,2,1943,0,1,0,141860.0,82
1451,3961.0,2,2,3,1933,2,0,0,733045.0,92
1452,3885.0,5,2,1,2013,2,1,1,502436.0,12
1453,521.0,1,1,1,1970,0,3,0,994699.0,55
1454,909.0,1,2,3,2021,0,0,1,71797.0,4
1455,1394.0,2,4,3,2012,3,2,0,948407.0,13
1456,1014.0,3,2,2,2017,2,1,0,933601.0,8
1457,4609.0,1,2,3,1961,1,2,0,820227.0,64
1458,2634.0,5,4,2,1922,1,1,0,640620.0,103
1459,4095.0,1,2,3,1945,0,0,1,810943.0,80
1460,3456.0,5,4,1,1955,0,2,1,274997.0,70
1461,2060.0,4,2,1,1906,2,0,0,506123.0,119
1462,1766.0,4,4,3,2017,0,1,1,450404.0,8
1463,2669.0,5,2,2,1988,1,1,1,335840.0,37
1464,4138.0,3,4,1,1960,3,1,0,52024.0,65
1465,1249.0,1,1,2,1902,3,1,1,479201.0,123
1466,3927.0,1,4,3,2022,2,3,1,711944.0,3
1467,2427.0,4,2,3,1937,3,1,1,403142.0,88
1468,4304.0,5,2,1,1983,0,2,1,208116.0,42
1469,4202.0,1,3,3,1933,0,1,0,831627.0,92
1470,2856.0,1,4,1,2012,0,0,0,317429.0,13
1471,2835.0,3,1,2,1943,0,3,1,506331.0,82
1472,806.0,2,4,1,2007,2,2,0,843802.0,18
1473,4165.0,4,4,1,1929,3,3,0,67903.0,96
1474,2489.0,4,1,2,1916,1,3,0,737859.0,109
1475,1161.0,2,4,1,1958,3,3,1,934336.0,67
1476,811.0,1,1,1,1909,0,0,1,859427.0,116
1477,3420.0,3,1,3,1998,1,3,0,417304.0,27
1478,1582.0,3,4,2,1983,2,3,0,478416.0,42
1479,3471.0,4,4,1,1917,0,1,1,662665.0,108
1480,1254.0,3,2,2,1944,0,0,0,251474.0,81
1481,4630.0,2,2,2,2007,1,2,1,456782.0,18
1482,852.0,1,3,1,1990,2,2,0,874254.0,35
1483,1402.0,2,3,3,1958,1,2,1,419556.0,67
1484,4388.0,5,4,2,1961,2,0,1,887654.0,64
1485,658.0,4,1,1,1958,0,2,1,930520.0,67
1486,2477.0,3,3,2,1948,3,0,1,543301.0,77
1487,1456.0,5,4,3,1999,0,1,0,402594.0,26
1488,2571.0,3,3,3,1962,3,1,1,493884.0,63
1489,903.0,1,1,3,1986,3,0,0,683654.0,39
1490,3279.0,1,4,1,1931,2,2,1,422222.0,94
1491,1887.0,1,1,1,1909,1,0,1,638141.0,116
1492,3953.0,3,4,3,1910,2,0,0,235715.0,115
1493,1455.0,5,3,1,2001,0,3,0,960226.0,24
1494,2212.0,1,2,3,1969,1,0,0,203405.0,56
1495,1773.0,5,3,1,2022,3,3,1,459174.0,3
1496,4311.0,3,3,3,2004,3,1,1,626730.0,21
1497,3125.0,5,2,2,1961,0,3,0,464170.0,64
1498,2882.0,3,2,3,1946,1,0,1,280755.0,79
1499,1941.0,3,4,3,1933,0,1,0,583963.0,92
1500,3479.0,4,4,1,1999,0,3,1,139590.0,26
1501,2297.0,3,1,1,2000,2,0,1,420714.0,25
1502,4890.0,3,1,1,1916,0,1,1,343805.0,109
1503,4509.0,2,3,1,2003,1,3,0,638577.0,22
1504,1894.0,1,2,1,2003,0,0,1,67184.0,22
1505,4781.0,4,1,1,1953,1,0,0,884395.0,72
1506,1769.0,4,3,2,1975,3,2,0,731182.0,50
1507,4214.0,4,2,3,1984,0,2,1,505519.0,41
1508,1029.0,2,4,3,1939,1,3,0,257537.0,86
1509,4123.0,3,3,3,1918,3,3,0,841699.0,107
1510,3458.0,1,4,2,1966,1,3,1,233719.0,59
1511,3414.0,5,1,3,1981,3,0,0,899246.0,44
1512,4091.0,3,1,2,1952,2,3,0,872457.0,73
1513,2647.0,2,2,2,2014,0,0,1,171246.0,11
1514,3869.0,3,3,2,1963,0,3,1,389749.0,62
1515,1439.0,3,4,3,1982,3,0,1,706341.0,43
1516,1025.0,2,2,2,1946,2,0,0,879868.0,79
1517,501.0,4,1,3,1905,1,2,0,723832.0,120
1518,874.0,4,1,3,1915,2,1,1,200408.0,110
1519,2840.0,1,3,1,1971,1,0,0,730947.0,54
1520,4505.0,1,4,1,2011,1,3,1,913624.0,14
1521,3552.0,4,3,2,1917,0,2,1,287439.0,108
1522,2865.0,5,4,2,1951,3,3,1,957023.0,74
1523,2025.0,3,4,3,1947,0,3,0,396655.0,78
1524,4976.0,5,3,2,1942,0,0,0,583953.0,83
1525,2146.0,3,2,2,1938,0,0,1,732457.0,87
1526,513.0,4,3,3,1948,1,1,1,927709.0,77
1527,2778.0,1,3,2,2012,0,0,0,626762.0,13
1528,3655.0,1,1,2,1911,1,0,1,777333.0,114
1529,629.0,5,1,3,2008,3,1,0,468401.0,17
1530,4314.0,1,3,3,1909,1,3,1,125911.0,116
1531,3716.0,4,3,1,1970,1,1,1,142643.0,55
1532,3438.0,5,1,3,2009,2,1,0,866916.0,16
1533,4428.0,3,4,1,1954,0,1,0,309383.0,71
1534,2540.0,1,3,2,1900,0,2,0,413309.0,125
1535,527.0,2,2,3,1948,0,3,0,226682.0,77
1536,2613.0,1,2,3,1935,0,2,0,756167.0,90
1537,1752.0,3,2,3,1920,2,2,1,862267.0,105
1538,4856.0,5,3,2,1936,2,0,1,800639.0,89
1539,2546.0,3,4,1,2015,2,1,0,146453.0,10
1540,4523.0,2,4,2,1923,2,1,0,628078.0,102
1541,4896.0,4,1,2,1954,0,2,1,782320.0,71
1542,3874.0,1,3,3,1924,1,0,1,846075.0,101
1543,3966.0,5,4,1,1906,3,0,0,387990.0,119
1544,3581.0,4,3,2,2005,2,0,0,462167.0,20
1545,4278.0,3,1,3,1980,1,3,1,535320.0,45
1546,1129.0,5,1,2,1992,2,2,0,458449.0,33
1547,769.0,4,1,2,1993,0,3,1,587488.0,32
1548,3139.0,5,2,3,1970,0,0,1,626563.0,55
1549,2493.0,2,3,3,1996,1,0,0,519284.0,29
1550,3391.0,2,1,1,1970,1,0,1,925433.0,55
1551,3932.0,1,3,2,2021,1,1,1,726651.0,4
1552,1780.0,1,2,3,1923,0,2,1,354592.0,102
1553,2860.0,2,2,3,1910,0,1,0,998084.0,115
1554,1075.0,5,1,1,1972,3,3,1,665973.0,53
1555,1807.0,2,1,1,1911,1,1,0,464562.0,114
1556,3692.0,1,4,3,1934,3,2,1,847051.0,91
1557,3678.0,2,3,1,1962,2,1,1,679742.0,63
1558,3234.0,2,1,3,1967,3,0,1,576054.0,58
1559,2712.0,5,4,2,1999,2,3,1,839981.0,26
1560,2852.0,4,3,1,1991,2,3,1,724053.0,34
1561,4068.0,1,1,2,1956,3,0,0,505235.0,69
1562,2155.0,5,4,2,1912,1,0,0,540674.0,113
1563,2079.0,2,4,2,1922,2,0,1,830644.0,103
1564,2703.0,2,3,3,1982,1,2,0,944370.0,43
1565,1890.0,4,4,2,2005,0,1,0,964105.0,20
1566,2242.0,1,3,2,2000,2,3,1,543496.0,25
1567,2425.0,1,3,2,1938,0,1,0,884760.0,87
1568,1119.0,3,3,3,1987,3,0,0,520917.0,38
1569,1774.0,1,2,2,1979,1,0,0,270172.0,46
1570,1456.0,4,4,2,1996,3,1,0,75301.0,29
1571,2439.0,3,3,1,1911,2,3,1,619051.0,114
1572,4453.0,3,1,3,1933,0,2,0,201837.0,92
1573,2881.0,2,2,2,1970,2,1,1,881219.0,55
1574,1468.0,2,2,1,1974,3,0,1,957107.0,51
1575,1816.0,1,4,3,1930,1,0,0,57425.0,95
1576,1543.0,3,3,3,1992,1,2,1,325001.0,33
1577,781.0,2,4,3,1961,2,1,0,233843.0,64
1578,3344.0,4,2,3,1912,2,2,1,405143.0,113
1579,1558.0,2,3,3,1930,0,2,0,465660.0,95
1580,4793.0,2,1,3,1901,3,3,0,833849.0,124
1581,3032.0,3,3,2,2002,2,3,1,615745.0,23
1582,4328.0,3,2,2,1914,0,0,0,545496.0,111
1583,1508.0,5,1,2,1956,2,1,0,785101.0,69
1584,1729.0,4,3,2,1974,1,3,0,443920.0,51
1585,1535.0,3,1,1,1933,0,0,0,579740.0,92
1586,775.0,1,1,2,2002,0,1,1,161153.0,23
1587,3240.0,4,2,3,1967,2,0,1,875294.0,58
1588,2789.0,4,1,2,1974,3,3,1,242543.0,51
1589,1739.0,3,4,2,1928,1,0,0,529274.0,97
1590,625.0,4,2,3,1965,3,1,1,330444.0,60
1591,4565.0,3,4,2,1915,0,1,0,977070.0,110
1592,4812.0,2,1,2,1938,3,0,0,450717.0,87
1593,4368.0,5,4,2,1976,0,1,0,51845.0,49
1594,1708.0,2,3,1,1936,3,0,1,169342.0,89
1595,3749.0,3,1,2,1980,2,1,1,875613.0,45
1596,1418.0,3,3,3,1920,3,0,1,500479.0,105
1597,4423.0,2,4,3,1943,0,0,1,811654.0,82
1598,4903.0,1,3,2,2023,1,0,0,813292.0,2
1599,2469.0,1,1,2,1918,1,2,1,768398.0,107
1600,3293.0,1,3,2,1970,1,1,1,298850.0,55
1601,1391.0,3,4,3,2001,0,3,1,788650.0,24
1602,4970.0,4,4,3,1907,3,0,1,297688.0,118
1603,2533.0,3,4,1,1976,1,2,0,608692.0,49
1604,1864.0,4,1,1,2000,1,3,1,596852.0,25
1605,628.0,2,4,1,1965,1,0,1,672186.0,60
1606,1514.0,5,1,3,1940,2,3,1,330371.0,85
1607,2299.0,4,3,1,1974,0,2,0,570919.0,51
1608,2018.0,1,4,2,1987,0,3,1,145259.0,38
1609,4681.0,3,3,2,1969,0,0,1,174451.0,56
1610,1698.0,2,2,3,1960,0,3,1,490691.0,65
1611,4373.0,1,3,1,1925,0,3,0,67215.0,100
1612,2974.0,2,2,2,1970,2,0,0,180577.0,55
1613,3985.0,5,3,3,2020,3,2,1,832680.0,5
1614,4549.0,3,1,1,2002,2,2,1,121074.0,23
1615,4219.0,3,3,2,1982,1,3,0,989203.0,43
1616,802.0,5,1,1,1969,2,1,0,682909.0,56
1617,4452.0,3,1,3,2006,0,3,0,979958.0,19
1618,1486.0,4,4,1,1928,2,1,0,753577.0,97
1619,2363.0,2,1,3,2006,0,3,0,156759.0,19
1620,4940.0,1,2,1,2002,2,2,1,178471.0,23
1621,3572.0,5,4,2,1965,0,3,1,858143.0,60
1622,3624.0,4,4,3,1918,1,3,1,458275.0,107
1623,1827.0,1,3,3,1967,0,1,1,622686.0,58
1624,2908.0,1,1,3,1957,2,2,0,837718.0,68
1625,4173.0,5,1,1,1969,1,1,0,215369.0,56
1626,3791.0,4,2,1,2012,2,3,0,682592.0,13
1627,4533.0,1,3,2,1956,1,0,0,154959.0,69
1628,1203.0,1,3,3,1936,3,3,0,289317.0,89
1629,1074.0,4,4,3,1960,3,3,1,731845.0,65
1630,3732.0,3,4,1,1991,3,1,1,372111.0,34
1631,3132.0,1,4,1,1929,2,0,1,934235.0,96
1632,4328.0,2,2,2,1970,2,0,1,179745.0,55
1633,3730.0,4,2,2,1972,1,1,1,104583.0,53
1634,988.0,1,4,1,1924,1,2,0,698365.0,101
1635,1847.0,5,3,3,1996,1,0,0,494846.0,29
1636,4181.0,2,2,2,1964,1,0,0,161359.0,61
1637,3673.0,1,3,1,2014,0,1,0,601374.0,11
1638,2167.0,2,3,1,1905,3,2,0,721844.0,120
1639,2137.0,2,1,3,1917,0,2,1,773983.0,108
1640,4614.0,3,4,1,1909,0,3,1,678420.0,116
1641,4053.0,2,1,1,1991,0,3,1,565329.0,34
1642,1500.0,3,4,2,1910,0,1,0,109263.0,115
1643,1350.0,4,4,1,1996,3,2,0,724035.0,29
1644,1888.0,3,3,1,1964,0,1,0,956587.0,61
1645,4212.0,5,4,2,1976,1,3,0,110664.0,49
1646,1867.0,1,3,3,2000,2,1,1,467896.0,25
1647,1321.0,4,3,3,1983,1,1,0,984581.0,42
1648,954.0,4,4,2,1964,2,0,1,956906.0,61
1649,2124.0,5,3,2,1951,1,0,0,389112.0,74
1650,3272.0,3,3,3,1966,1,0,1,970995.0,59
1651,4226.0,1,3,3,1981,2,3,0,751486.0,44
1652,3647.0,3,2,3,2004,3,1,0,817018.0,21
1653,4589.0,2,3,3,1977,0,0,1,446608.0,48
1654,2690.0,3,2,3,1930,1,0,1,505473.0,95
1655,1416.0,4,2,2,1990,3,0,0,117804.0,35
1656,4486.0,1,3,1,1916,0,3,1,874832.0,109
1657,3375.0,3,3,3,1954,3,3,0,479767.0,71
1658,1940.0,1,2,3,2009,3,1,0,864520.0,16
1659,4900.0,1,2,1,1992,0,1,1,261087.0,33
1660,1235.0,2,3,1,1935,1,1,0,992969.0,90
1661,4068.0,2,3,1,2000,3,0,0,491371.0,25
1662,3838.0,4,4,1,1925,1,2,1,137893.0,100
1663,3515.0,5,2,1,1952,1,3,0,842401.0,73
1664,3389.0,1,2,1,1916,1,0,0,58981.0,109
1665,1461.0,5,4,2,1985,0,0,0,464248.0,40
1666,3489.0,4,2,1,1924,2,1,0,366235.0,101
1667,4348.0,1,1,1,1901,1,1,1,157154.0,124
1668,1526.0,1,2,2,2018,2,0,1,336552.0,7
1669,4365.0,5,4,1,1985,2,3,1,729601.0,40
1670,3363.0,3,1,3,1904,3,3,0,884372.0,121
1671,3001.0,2,3,3,1903,1,0,1,526154.0,122
1672,2447.0,3,4,1,1935,1,2,1,756465.0,90
1673,1677.0,5,4,2,1905,1,2,1,242122.0,120
1674,511.0,2,3,3,2015,2,3,0,53657.0,10
1675,4899.0,3,4,2,1920,0,1,1,857662.0,105
1676,3864.0,2,2,3,1976,2,2,1,986184.0,49
1677,3522.0,1,3,1,2017,1,2,0,263766.0,8
1678,3871.0,3,4,2,2000,1,1,0,659019.0,25
1679,3330.0,2,3,2,2018,1,2,0,223412.0,7
1680,542.0,2,3,2,1988,2,0,0,741310.0,37
1681,1443.0,2,3,3,1925,1,2,0,713227.0,100
1682,2890.0,3,1,3,1954,3,1,0,783902.0,71
1683,3045.0,4,4,3,1938,1,0,1,54329.0,87
1684,2911.0,3,1,1,1983,0,2,1,348009.0,42
1685,1504.0,5,4,3,1932,3,3,0,772300.0,93
1686,520.0,3,2,1,1913,1,0,0,569897.0,112
1687,906.0,2,2,2,1955,3,0,1,87869.0,70
1688,1514.0,1,2,2,1999,1,3,0,247977.0,26
1689,4931.0,3,4,1,1980,0,3,0,956617.0,45
1690,2338.0,3,3,3,1920,1,2,1,548185.0,105
1691,3688.0,2,3,1,1945,3,2,0,133984.0,80
1692,1214.0,1,1,2,1915,0,1,0,961604.0,110
1693,4646.0,1,1,2,2009,2,1,1,151069.0,16
1694,4354.0,5,2,1,1915,0,0,1,298577.0,110
1695,4919.0,3,1,3,2019,0,3,1,926143.0,6
1696,640.0,1,4,3,1983,0,3,1,378396.0,42
1697,1463.0,1,4,1,1928,3,1,1,391530.0,97
1698,872.0,4,1,1,1991,0,0,0,168728.0,34
1699,4135.0,4,1,3,1907,1,0,0,573846.0,118
1700,3041.0,1,1,2,1987,0,1,0,969215.0,38
1701,4110.0,5,1,1,1902,0,1,0,75801.0,123
1702,2192.0,1,2,3,1988,1,1,0,792647.0,37
1703,605.0,2,2,3,1918,1,2,1,809925.0,107
1704,2181.0,3,1,2,1996,2,0,0,664997.0,29
1705,4597.0,5,4,2,1965,0,0,0,365414.0,60
1706,4516.0,2,2,2,1978,3,0,0,514838.0,47
1707,3136.0,5,4,2,1985,0,1,0,891967.0,40
1708,2637.0,2,3,2,2023,0,1,0,305560.0,2
1709,3916.0,3,4,1,1973,1,1,1,818026.0,52
1710,4945.0,3,1,3,1981,2,1,0,782119.0,44
1711,4030.0,4,3,1,1921,0,3,0,66220.0,104
1712,1786.0,2,2,1,1945,3,1,0,325536.0,80
1713,3679.0,4,2,1,2012,0,2,0,528803.0,13
1714,4154.0,2,3,1,1990,3,3,0,445462.0,35
1715,2859.0,4,4,1,1912,1,3,0,332154.0,113
1716,944.0,3,2,2,1932,2,1,1,176951.0,93
1717,535.0,5,1,2,1904,0,0,0,380502.0,121
1718,1975.0,4,3,3,1989,2,1,1,533419.0,36
1719,4457.0,2,1,1,1976,0,0,1,198306.0,49
1720,2298.0,2,3,3,1926,3,1,0,932622.0,99
1721,2345.0,3,2,2,2020,2,1,0,690083.0,5
1722,1908.0,2,4,2,1977,0,0,0,492667.0,48
1723,2208.0,1,3,2,1923,1,0,1,959222.0,102
1724,3438.0,5,3,1,1966,3,0,0,175223.0,59
1725,1800.0,4,1,1,2010,2,0,0,572886.0,15
1726,1743.0,5,2,2,2014,0,2,0,649493.0,11
1727,4476.0,3,1,3,1962,2,0,1,465000.0,63
1728,3597.0,4,2,3,2012,0,1,1,997176.0,13
1729,509.0,4,1,2,1993,3,1,0,51082.0,32
1730,2925.0,1,3,3,1998,1,2,1,454364.0,27
1731,2160.0,3,1,2,1947,3,0,0,208566.0,78
1732,3131.0,2,4,3,1962,2,1,1,911525.0,63
1733,1572.0,1,2,2,1977,2,2,0,364096.0,48
1734,3725.0,1,2,3,1911,0,1,1,86719.0,114
1735,1816.0,5,3,1,1927,3,2,0,98737.0,98
1736,4645.0,5,2,2,1943,0,2,0,502669.0,82
1737,4183.0,5,4,2,1992,3,3,1,157271.0,33
1738,3773.0,1,1,3,1942,2,3,1,744896.0,83
1739,645.0,2,3,2,1916,0,0,1,231676.0,109
1740,3540.0,4,4,2,1939,0,3,1,494049.0,86
1741,1962.0,5,2,2,1948,3,2,1,981543.0,77
1742,2084.0,2,2,1,1984,1,1,0,642127.0,41
1743,982.0,3,4,1,1956,3,1,0,884363.0,69
1744,3679.0,5,1,3,1986,1,0,1,352069.0,39
1745,1749.0,4,1,1,1983,3,3,0,232075.0,42
1746,1130.0,3,3,3,1963,2,0,0,492113.0,62
1747,1161.0,3,2,1,1974,0,2,1,137745.0,51
1748,4003.0,4,4,3,1956,3,3,0,176298.0,69
1749,3352.0,5,1,1,2020,2,0,0,667997.0,5
1750,2966.0,1,3,1,1997,3,1,1,354431.0,28
1751,1487.0,4,2,3,1973,0,1,1,796086.0,52
1752,2046.0,4,2,2,1973,3,0,0,476228.0,52
1753,1149.0,4,3,2,2006,1,0,1,681540.0,19
1754,1468.0,3,3,1,2023,0,0,0,747143.0,2
1755,3137.0,2,1,3,1969,1,2,1,421467.0,56
1756,1600.0,1,4,2,1999,2,2,1,511531.0,26
1757,940.0,5,2,3,1987,2,1,1,789126.0,38
1758,1269.0,5,4,2,1975,3,2,1,489707.0,50
1759,1843.0,2,2,3,1942,1,2,0,270013.0,83
1760,4858.0,4,2,1,2018,1,3,1,501800.0,7
1761,4229.0,1,4,3,1922,0,2,1,849235.0,103
1762,4406.0,5,3,2,1926,1,3,0,230697.0,99
1763,2077.0,5,1,1,1957,1,2,0,693107.0,68
1764,4508.0,4,2,3,2020,0,1,0,929793.0,5
1765,3851.0,2,3,2,2008,0,0,0,63698.0,17
1766,2849.0,1,2,1,1936,1,1,1,65376.0,89
1767,4102.0,2,1,3,1905,3,2,0,526870.0,120
1768,1741.0,2,2,2,1964,0,0,1,325261.0,61
1769,1625.0,1,1,3,1905,0,0,0,286591.0,120
1770,3101.0,1,1,3,1949,1,0,1,481172.0,76
1771,1690.0,5,2,1,1921,1,3,0,98786.0,104
1772,4631.0,5,2,1,2004,0,1,1,687293.0,21
1773,4948.0,1,1,2,1987,1,3,1,268850.0,38
1774,572.0,3,3,1,1924,0,0,0,378624.0,101
1775,2414.0,5,4,2,1978,3,1,1,737055.0,47
1776,2972.0,3,1,3,1989,3,1,1,969015.0,36
1777,3546.0,1,2,3,1971,0,2,1,889665.0,54
1778,1207.0,5,2,2,1950,0,3,1,423166.0,75
1779,2304.0,2,3,3,1987,2,3,0,465718.0,38
1780,4213.0,1,4,1,1947,2,2,1,493226.0,78
1781,3064.0,4,1,3,2001,1,3,1,142529.0,24
1782,2975.0,3,1,1,1969,1,0,0,517121.0,56
1783,4110.0,1,4,2,2017,0,0,0,815784.0,8
1784,4755.0,1,1,2,1998,0,3,0,489705.0,27
1785,3323.0,5,4,3,2005,2,2,1,675207.0,20
1786,2235.0,5,2,3,1964,2,1,1,919965.0,61
1787,2085.0,5,4,1,1959,0,3,0,524381.0,66
1788,566.0,4,1,1,1945,3,1,1,999453.0,80
1789,3561.0,5,4,3,1935,3,2,0,522803.0,90
1790,2928.0,1,3,3,1957,1,1,1,536275.0,68
1791,4653.0,5,2,2,1975,0,2,0,772670.0,50
1792,841.0,2,2,2,1937,0,2,1,259870.0,88
1793,3274.0,5,4,2,1910,1,0,0,643695.0,115
1794,3317.0,4,1,3,1911,2,0,1,648097.0,114
1795,3161.0,2,3,3,1941,2,2,0,329373.0,84
1796,1732.0,1,2,3,2013,3,3,1,994889.0,12
1797,4374.0,1,2,2,1938,0,0,1,616464.0,87
1798,2901.0,3,1,3,1970,2,2,1,669113.0,55
1799,1994.0,2,1,1,1910,3,1,0,970764.0,115
1800,4711.0,3,3,3,1935,3,1,1,147555.0,90
1801,1161.0,2,4,3,1951,3,3,1,577433.0,74
1802,4383.0,2,1,3,1930,2,1,1,147289.0,95
1803,4119.0,4,4,3,1932,2,1,0,713162.0,93
1804,2368.0,3,3,3,1912,0,2,1,838695.0,113
1805,2834.0,4,4,1,1917,0,1,0,470129.0,108
1806,3874.0,2,2,1,1940,3,1,1,107788.0,85
1807,1516.0,1,4,3,1957,3,1,0,713515.0,68
1808,4906.0,2,3,2,1955,2,1,0,706282.0,70
1809,707.0,4,3,3,1923,2,2,1,777591.0,102
1810,3165.0,3,3,3,1972,0,1,0,201744.0,53
1811,2993.0,3,4,3,1930,0,3,0,219598.0,95
1812,1132.0,4,2,2,1954,1,0,1,881776.0,71
1813,2602.0,3,1,2,2004,0,3,0,959251.0,21
1814,3459.0,5,2,2,1909,2,0,0,462230.0,116
1815,3583.0,1,4,1,1959,3,3,0,647640.0,66
1816,2431.0,1,4,2,1901,1,0,0,534495.0,124
1817,4219.0,1,1,1,2001,0,0,1,352468.0,24
1818,3062.0,3,4,1,1914,0,0,0,557745.0,111
1819,2179.0,3,3,2,1902,2,0,0,930507.0,123
1820,736.0,2,3,2,1942,1,2,1,276710.0,83
1821,4943.0,2,3,2,1930,0,3,1,744058.0,95
1822,2040.0,1,3,1,1969,3,0,0,913601.0,56
1823,4443.0,5,3,3,1966,2,3,1,859816.0,59
1824,863.0,2,4,2,1955,1,1,1,577800.0,70
1825,2868.0,2,1,2,1962,0,0,1,973570.0,63
1826,785.0,3,1,2,1974,0,3,1,736860.0,51
1827,648.0,5,3,1,1914,1,2,1,173775.0,111
1828,4537.0,1,4,1,2008,2,3,1,128743.0,17
1829,2266.0,2,2,3,2015,1,0,1,397786.0,10
1830,1512.0,5,2,2,1991,1,1,1,441731.0,34
1831,3331.0,5,4,1,1909,2,3,1,654146.0,116
1832,3007.0,1,3,3,1937,0,1,0,629088.0,88
1833,2023.0,5,1,2,1946,3,2,0,506356.0,79
1834,3285.0,5,4,1,1956,2,3,0,674652.0,69
1835,3056.0,5,2,2,1949,3,3,0,555533.0,76
1836,4225.0,2,2,2,2013,0,2,0,314531.0,12
1837,2101.0,1,2,1,1970,1,2,1,237232.0,55
1838,2908.0,5,3,1,1914,3,2,1,778927.0,111
1839,840.0,5,2,1,1917,0,0,0,182871.0,108
1840,3317.0,2,4,2,1981,0,0,0,169095.0,44
1841,2996.0,1,4,2,2015,1,3,1,609836.0,10
1842,2225.0,3,2,3,2004,1,3,0,140450.0,21
1843,2189.0,2,4,2,1987,0,3,1,679957.0,38
1844,3767.0,1,2,1,1901,0,1,0,916603.0,124
1845,4906.0,5,2,2,2003,3,2,1,483595.0,22
1846,761.0,1,1,3,1983,0,3,0,357558.0,42
1847,1942.0,1,3,3,1997,0,2,1,647359.0,28
1848,905.0,1,3,1,1942,3,0,0,687096.0,83
1849,2690.0,3,1,1,1925,2,2,0,550884.0,100
1850,4937.0,1,1,3,1970,3,1,1,128591.0,55
1851,743.0,3,3,3,1937,3,1,1,798501.0,88
1852,4607.0,5,2,3,1993,1,2,0,316441.0,32
1853,1060.0,3,2,1,1941,3,1,0,683801.0,84
1854,4637.0,5,3,3,1904,0,1,1,965100.0,121
1855,3225.0,5,2,3,1910,0,0,1,922911.0,115
1856,1093.0,3,1,1,1964,0,3,1,148752.0,61
1857,2326.0,2,2,2,1933,2,1,0,186080.0,92
1858,3729.0,4,2,2,2019,0,3,0,267885.0,6
1859,3787.0,1,4,3,1900,2,2,1,427625.0,125
1860,4573.0,4,4,2,1982,0,2,0,197892.0,43
1861,633.0,1,4,2,1901,3,1,0,514764.0,124
1862,3638.0,1,2,2,1984,1,2,1,203325.0,41
1863,4419.0,5,3,2,1919,0,0,0,472418.0,106
1864,572.0,1,1,3,1960,2,1,1,996740.0,65
1865,4994.0,1,2,2,1986,2,1,1,641444.0,39
1866,4725.0,3,3,2,1920,1,1,0,817248.0,105
1867,3478.0,4,2,1,1987,0,2,0,110263.0,38
1868,4861.0,3,1,3,1967,3,2,1,955428.0,58
1869,2485.0,1,2,1,1911,0,1,1,673540.0,114
1870,1292.0,5,1,1,1921,0,3,1,168632.0,104
1871,4759.0,3,2,3,1919,1,2,0,911287.0,106
1872,594.0,3,1,2,1981,0,2,1,66575.0,44
1873,1633.0,2,2,1,1900,3,1,1,324348.0,125
1874,737.0,1,1,3,1929,2,3,1,61952.0,96
1875,3446.0,5,4,2,1996,1,1,1,569826.0,29
1876,3030.0,3,2,3,1923,3,2,0,133323.0,102
1877,2460.0,3,2,1,1913,2,1,0,756502.0,112
1878,1548.0,5,3,2,1935,1,1,1,214944.0,90
1879,3029.0,1,3,2,1968,1,1,0,734736.0,57
1880,3464.0,2,1,3,1974,2,3,0,771444.0,51
1881,1463.0,3,2,2,1923,2,1,0,192712.0,102
1882,1036.0,2,1,1,1959,3,2,1,338581.0,66
1883,4723.0,4,4,1,1994,0,1,0,177129.0,31
1884,4179.0,1,3,1,1954,0,3,0,924113.0,71
1885,4687.0,4,1,3,1976,0,0,1,828810.0,49
1886,4224.0,4,1,2,1979,0,3,1,582191.0,46
1887,1042.0,4,3,2,1923,0,1,0,264776.0,102
1888,1345.0,1,2,2,1976,3,0,0,601151.0,49
1889,4103.0,1,1,1,1923,1,1,1,355525.0,102
1890,3536.0,5,3,2,1953,3,3,1,864980.0,72
1891,2994.0,2,2,1,1925,3,0,1,493172.0,100
1892,4985.0,2,4,2,1965,3,0,1,585755.0,60
1893,3219.0,5,3,1,1979,1,1,0,370098.0,46
1894,2384.0,5,1,2,1937,3,1,1,336045.0,88
1895,4638.0,4,4,3,2009,3,3,0,859733.0,16
